S.No,CPU-0,CPU-1,CPU-2,CPU-3,CPU-4,CPU-5,CPU-6,CPU-7,CPU-8
139,35.42,25.36,0.04,0.0,5.69,0.0,9.29,9.39
140,31.86,35.09,0.42,0.0,0.0,0.0,7.48,14.54
141,28.61,21.28,0.0,0.0,1.67,0.0,12.04,20.63
142,28.48,14.42,0.0,0.0,0.62,0.0,16.07,19.08
143,24.31,31.53,0.05,0.0,0.95,0.0,14.3,13.98
144,34.71,29.07,0.0,0.0,12.62,0.0,6.1,4.39
145,26.65,30.45,0.75,0.02,0.02,0.02,13.22,17.46
146,23.71,19.61,0.01,0.01,12.48,0.02,18.16,8.15
147,27.99,36.91,0.01,0.0,0.0,0.0,12.76,10.36
148,26.54,20.36,0.0,0.0,0.17,0.0,15.88,19.96
149,37.92,12.22,24.93,0.01,9.43,0.01,0.31,8.41
150,29.16,0.01,31.07,0.01,13.51,0.0,9.48,3.38
151,44.3,0.01,18.98,0.01,0.01,0.01,15.25,8.32
152,32.52,0.02,31.22,0.0,0.43,0.0,8.0,14.81
153,28.41,0.0,23.38,0.01,12.05,0.01,15.11,8.91
154,45.97,3.32,24.94,0.01,0.06,0.01,12.36,3.11
155,29.21,18.32,0.0,0.0,0.01,0.0,17.62,18.69
